D4:68:4D:3E:82:9C	-72
D4:68:4D:3E:82:98	-58
D4:68:4D:3E:8C:88	-63
D4:68:4D:3E:8A:68	-69
D4:68:4D:3E:A3:C8	-78
D4:68:4D:3E:58:E8	-81
D4:68:4D:3E:81:88	-69
D4:68:4D:3E:A4:28	-49
2C:E6:CC:1A:CB:D8	-65
D4:68:4D:3E:91:D8	-53
D4:68:4D:3E:A7:B8	-84
D4:68:4D:3E:59:38	-110
D4:68:4D:3E:54:98	-67
DA:32:E3:B9:FF:04	-110
D4:68:4D:3E:A6:88	-66
D4:68:4D:3E:19:78	-75
D4:68:4D:3E:77:38	-86
D4:68:4D:3E:A3:08	-66
D4:68:4D:3E:81:A8	-76
D4:68:4D:3E:89:58	-110
D4:C1:9E:3F:1A:98	-110
D4:68:4D:3E:87:F8	-72
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:81:98	-61
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8A:6C	-75
D4:68:4D:3E:81:AC	-110
D4:68:4D:3E:77:3C	-110
D4:68:4D:3E:59:3C	-110
D4:68:4D:3E:A3:0C	-87
D4:68:4D:3E:A4:2C	-70
D4:68:4D:3E:19:7C	-81
D4:68:4D:3E:81:9C	-77
D4:68:4D:3E:87:FC	-110
D4:68:4D:3E:8C:8C	-75
D4:68:4D:3E:81:8C	-110
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:54:DC	-83
94:F6:65:1D:EC:D8	-110
6C:AA:B3:72:31:C8	-86
6C:AA:B3:32:31:C8	-85
D4:68:4D:3E:54:9C	-83
58:93:96:08:4A:18	-110
D4:68:4D:3E:8E:88	-110
D4:C1:9E:7F:1A:58	-110
44:1C:A8:0F:72:9E	-86
D4:68:4D:3E:81:C8	-91
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:97:F8	-110
42:49:0F:9A:96:50	-86
D4:68:4D:3E:A6:38	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:54:88	-110
00:1E:4A:90:00:20	-88
10:07:B6:CD:D5:A7	-110
00:1E:4A:8F:FE:30	-90
D4:68:4D:3E:8E:38	-110
00:1E:4A:90:04:30	-110
D4:68:4D:3E:58:EC	-110
D4:68:4D:3E:91:DC	-61
D4:68:4D:3E:8E:8C	-110
D4:68:4D:3E:A6:3C	-110
00:EC:0A:39:AC:6F	-110
00:1E:4A:90:01:70	-110
D4:68:4D:3E:A5:08	-110
D4:C1:9E:BF:1A:57	-110
D4:C1:9E:BF:1A:97	-110
