DA:32:E3:B9:FF:04	-84
D4:68:4D:3E:81:88	-52
D4:68:4D:3E:54:98	-77
D4:68:4D:3E:59:38	-62
D4:68:4D:3E:19:78	-64
D4:68:4D:3E:87:F8	-53
D4:68:4D:3E:82:98	-29
D4:68:4D:3E:A3:08	-66
D4:68:4D:3E:A4:28	-67
D4:68:4D:3E:8C:88	-45
D4:68:4D:3E:91:D8	-66
D4:68:4D:3E:A3:C8	-62
00:1E:4A:90:00:20	-110
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-67
D4:68:4D:3E:77:3C	-87
D4:68:4D:3E:8B:4C	-90
D4:68:4D:3E:91:DC	-82
D4:68:4D:3E:59:3C	-75
D4:68:4D:3E:82:9C	-35
D4:68:4D:3E:A3:0C	-110
D4:68:4D:3E:A4:2C	-110
D4:68:4D:3E:19:7C	-77
D4:68:4D:3E:54:DC	-83
D4:68:4D:3E:87:FC	-50
D4:68:4D:3E:54:9C	-90
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-70
D4:68:4D:3E:8C:8C	-67
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:87:28	-110
6C:AA:B3:32:31:C8	-110
6C:AA:B3:72:31:C8	-110
D4:68:4D:3E:81:A8	-110
AC:C3:3A:7A:83:E8	-110
D4:68:4D:3E:81:C8	-79
2C:E6:CC:1A:CB:D8	-110
D4:68:4D:3E:54:D8	-71
D4:68:4D:3E:A6:88	-67
D4:68:4D:3E:8A:68	-110
D4:68:4D:3E:54:18	-83
D4:68:4D:3E:58:E8	-84
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:8E:38	-110
D4:68:4D:3E:89:58	-78
D4:68:4D:3E:81:98	-110
D4:68:4D:3E:77:38	-64
D4:68:4D:3E:A7:B8	-72
58:93:96:08:4A:18	-110
D4:68:4D:3E:54:88	-110
D4:68:4D:3E:54:8C	-87
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A6:38	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:57:78	-84
D4:68:4D:3E:86:68	-90
94:F6:65:1D:EC:D8	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:A7:BC	-110
54:3D:37:11:BF:D8	-110
D4:68:4D:3E:86:58	-110
D4:68:4D:3E:A3:CC	-110
00:1E:4A:90:00:60	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:6C	-88
D4:68:4D:3E:A0:E8	-110
6C:AA:B3:72:31:CC	-86
6C:AA:B3:32:31:CC	-88
00:EC:0A:26:41:17	-110
E0:10:7F:2E:85:A8	-110
C8:D7:79:AD:16:A3	-110
D4:68:4D:3E:A1:CC	-110
6C:AA:B3:B2:31:C7	-87
DA:32:E3:B9:FF:04	-80
D4:68:4D:3E:81:88	-53
D4:68:4D:3E:54:98	-79
D4:68:4D:3E:59:38	-63
D4:68:4D:3E:19:78	-64
D4:68:4D:3E:87:F8	-54
D4:68:4D:3E:82:98	-74
D4:68:4D:3E:A3:08	-69
D4:68:4D:3E:A4:28	-67
D4:68:4D:3E:8C:88	-41
D4:68:4D:3E:91:D8	-66
D4:68:4D:3E:A3:C8	-62
00:1E:4A:90:00:20	-110
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-68
D4:68:4D:3E:77:3C	-87
D4:68:4D:3E:8B:4C	-88
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:59:3C	-77
D4:68:4D:3E:82:9C	-35
D4:68:4D:3E:A3:0C	-88
D4:68:4D:3E:A4:2C	-90
D4:68:4D:3E:19:7C	-76
D4:68:4D:3E:54:DC	-83
D4:68:4D:3E:87:FC	-50
D4:68:4D:3E:54:9C	-89
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-70
D4:68:4D:3E:8C:8C	-68
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8B:48	-110
D4:68:4D:3E:87:28	-110
6C:AA:B3:32:31:C8	-69
6C:AA:B3:72:31:C8	-68
D4:68:4D:3E:81:A8	-110
AC:C3:3A:7A:83:E8	-110
D4:68:4D:3E:81:C8	-79
2C:E6:CC:1A:CB:D8	-73
D4:68:4D:3E:54:D8	-71
D4:68:4D:3E:A6:88	-68
D4:68:4D:3E:8A:68	-83
D4:68:4D:3E:54:18	-83
D4:68:4D:3E:58:E8	-83
6C:AA:B3:32:24:68	-85
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:8E:38	-110
D4:68:4D:3E:89:58	-72
D4:68:4D:3E:81:98	-87
D4:68:4D:3E:77:38	-67
D4:68:4D:3E:A7:B8	-72
58:93:96:08:4A:18	-110
D4:68:4D:3E:54:88	-110
D4:68:4D:3E:54:8C	-87
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A6:38	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:57:78	-84
D4:68:4D:3E:86:68	-90
94:F6:65:1D:EC:D8	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:A7:BC	-110
54:3D:37:11:BF:D8	-110
D4:68:4D:3E:86:58	-79
D4:68:4D:3E:A3:CC	-83
00:1E:4A:90:00:60	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:6C	-88
D4:68:4D:3E:A0:E8	-110
6C:AA:B3:72:31:CC	-88
6C:AA:B3:32:31:CC	-88
00:EC:0A:26:41:17	-110
E0:10:7F:2E:85:A8	-110
C8:D7:79:AD:16:A3	-110
D4:68:4D:3E:A1:CC	-110
6C:AA:B3:B2:31:C7	-87
DA:32:E3:B9:FF:04	-82
D4:68:4D:3E:81:88	-48
D4:68:4D:3E:54:98	-79
D4:68:4D:3E:59:38	-63
D4:68:4D:3E:19:78	-66
D4:68:4D:3E:87:F8	-54
D4:68:4D:3E:82:98	-74
D4:68:4D:3E:A3:08	-67
D4:68:4D:3E:A4:28	-67
D4:68:4D:3E:8C:88	-41
D4:68:4D:3E:91:D8	-66
D4:68:4D:3E:A3:C8	-62
00:1E:4A:90:00:20	-110
D4:68:4D:3E:8A:6C	-110
D4:68:4D:3E:A6:8C	-68
D4:68:4D:3E:77:3C	-85
D4:68:4D:3E:8B:4C	-87
D4:68:4D:3E:91:DC	-79
D4:68:4D:3E:59:3C	-76
D4:68:4D:3E:82:9C	-36
D4:68:4D:3E:A3:0C	-88
D4:68:4D:3E:A4:2C	-88
D4:68:4D:3E:19:7C	-76
D4:68:4D:3E:54:DC	-83
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:54:9C	-89
D4:68:4D:3E:81:9C	-110
D4:68:4D:3E:81:8C	-71
D4:68:4D:3E:8C:8C	-67
D4:68:4D:3E:8E:88	-110
D4:68:4D:3E:8B:48	-87
D4:68:4D:3E:87:28	-110
6C:AA:B3:32:31:C8	-69
6C:AA:B3:72:31:C8	-68
D4:68:4D:3E:81:A8	-110
AC:C3:3A:7A:83:E8	-110
D4:68:4D:3E:81:C8	-79
2C:E6:CC:1A:CB:D8	-73
D4:68:4D:3E:54:D8	-71
D4:68:4D:3E:A6:88	-68
D4:68:4D:3E:8A:68	-83
D4:68:4D:3E:54:18	-83
D4:68:4D:3E:58:E8	-83
6C:AA:B3:32:24:68	-85
6C:AA:B3:72:24:68	-110
D4:68:4D:3E:8E:38	-110
D4:68:4D:3E:89:58	-76
D4:68:4D:3E:81:98	-87
D4:68:4D:3E:77:38	-63
D4:68:4D:3E:A7:B8	-72
58:93:96:08:4A:18	-110
D4:68:4D:3E:54:88	-110
D4:68:4D:3E:54:8C	-87
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A6:38	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:57:78	-84
D4:68:4D:3E:86:68	-110
94:F6:65:1D:EC:D8	-82
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:A7:BC	-110
54:3D:37:11:BF:D8	-110
D4:68:4D:3E:86:58	-79
D4:68:4D:3E:A3:CC	-83
00:1E:4A:90:00:60	-110
00:1E:4A:8F:F5:D0	-110
D4:68:4D:3E:86:6C	-110
D4:68:4D:3E:A0:E8	-110
6C:AA:B3:72:31:CC	-87
6C:AA:B3:32:31:CC	-88
00:EC:0A:26:41:17	-110
E0:10:7F:2E:85:A8	-110
